"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-02-05","2.0",",,W",,,"0.0","T,,W,2400","3.0",",,W","250.0",",,W","-11.4","H,,S","-3.2",",,W","-16.6",",,W","  210",",,W","  220",",,W","5.4",",,W","7.6",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-02-06","2.7",",,W",,,"2.3",",,W,2400","28.0",",,W","250.0",",,W","-5.1","H,,S","0.6",",,W","-8.2",",,W","  140",",,W","  150",",,W","5.4",",,W","7.6",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-02-07","4.7",",,W",,,"0.8",",,W,2400","5.0",",,W","280.0",",,W","-0.3","H,,S","1.1",",,W","-13.2",",,W","  340",",,W","  340",",,W","10.7",",,W","13.9",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-02-08","6.9",",,W",,,"1.3",",,W,2400","0.0","T,,W","280.0",",,W","-13.1","H,,S","-13.2",",,W","-17.1",",,W","  330",",,W","  330",",,W","10.3",",,W","13.0",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-02-09","4.9",",,W",,,"0.0",",,W,2400","0.0",",,W","280.0",",,W","-17.3","H,,S","-13.8",",,W","-22.1",",,W","  340",",,W","  330",",,W","8.9",",,W","11.2",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-02-10","1.4",",,W",,,"0.0",",,W,2400","0.0",",,W","280.0",",,W","-21.6","H,,S","-16.6",",,W","-30.5",",,W","   40",",,W","   40",",,W","3.6",",,W","4.5",",,W","    1",",,W",,,,,,,,,,,"    1",",,W","    1",",,W"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-02-11","2.8",",,W",,,"0.0",",,W,2400","0.0",",,W","280.0",",,W","-21.2","H,,S","-10.5",",,W","-30.5",",,W","  300",",,W","  310",",,W","7.6",",,W","9.8",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-02-12","5.1",",,W",,,"0.0",",,W,2400","0.0",",,W","280.0",",,W","-19.3","H,,S","-17.1",",,W","-26.6",",,W","  300",",,W","  300",",,W","8.9",",,W","12.5",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-02-13","1.8",",,W",,,"0.0",",,W,2400","0.0",",,W","280.0",",,W","-23.9","H,,S","-13.8",",,W","-33.8",",,W","  110",",,W","  280",",,W","4.0",",,W","5.8",",,W","    1",",,W",,,,,,,,,,,"    1",",,W","    1",",,W"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-02-14","3.1",",,W",,,"3.3",",,W,2400","51.0",",,W","280.0",",,W","-17.6","H,,S","-9.3",",,W","-24.9",",,W","  150",",,W","  160",",,W","6.3",",,W","8.5",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-02-15","2.9",",,W",,,"0.0",",,W,2400","0.0","T,,W","330.0",",,W","-7.3","H,,S","-1.0",",,W","-9.3",",,W","  330",",,W","  310",",,W","7.2",",,W","9.4",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-02-16","3.2",",,W",,,"0.0",",,W,2400","0.0",",,W","330.0",",,W","-7.3","H,,S","-3.8",",,W","-27.1",",,W","  330",",,W","  340",",,W","9.4",",,W","10.7",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-02-17","1.6",",,W",,,"0.0",",,W,2400","0.0",",,W","330.0",",,W","-19.4","H,,S","-3.2",",,W","-30.5",",,W","  210",",,W","  210",",,W","6.7",",,W","8.5",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-02-18","5.0",",,W",,,"1.0",",,W,2400","0.0",",,W","300.0",",,W","-3.8","H,,S","2.2",",,W","-9.3",",,W","  140",",,W","  140",",,W","9.4",",,W","13.4",",,W","    1",",,W",,,,,,,,,"    1",",,W","    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-02-19","3.1",",,W",,,"2.0",",,W,2400","3.0",",,W","280.0",",,W","1.3","H,,S","2.2",",,W","0.0",",,W","  270",",,W","  290",",,W","5.8",",,W","7.6",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-02-20","4.5",",,W",,,"0.5",",,W,2400","3.0",",,W","250.0",",,W","0.0","H,,S","0.6",",,W","-4.3",",,W","  300",",,W","  300",",,W","8.9",",,W","11.2",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-02-21","2.2",",,W",,,"0.3",",,W,2400","18.0",",,W","280.0",",,W","-6.2","H,,S","-4.3",",,W","-22.7",",,W","   20",",,W","   30",",,W","5.4",",,W","6.7",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-02-22","1.6",",,W",,,"0.3",",,W,2400","8.0",",,W","280.0",",,W","-13.1","H,,S","-2.7",",,W","-22.7",",,W","  200",",,W","  200",",,W","4.5",",,W","7.2",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-02-23","2.4",",,W",,,"5.3",",,W,2400","79.0",",,W","360.0",",,W","-2.1","H,,S","1.1",",,W","-3.2",",,W","  330",",,W","  330",",,W","6.7",",,W","8.1",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-02-24","1.9",",,W",,,"0.0",",,W,2400","0.0",",,W","330.0",",,W","-3.6","H,,S","-3.2",",,W","-8.2",",,W","  350",",,W","  350",",,W","5.8",",,W","6.3",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-02-25","3.1",",,W",,,"0.0","T,,W,2400","8.0",",,W","300.0",",,W","-6.8","H,,S","-3.8",",,W","-14.9",",,W","  290",",,W","  290",",,W","7.6",",,W","9.8",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-02-26","3.8",",,W",,,"0.0",",,W,2400","0.0",",,W","300.0",",,W","-6.7","H,,S","6.1",",,W","-13.8",",,W","  260",",,W","  270",",,W","8.1",",,W","11.6",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-02-27","3.9",",,W",,,"0.0","T,,W,2400","3.0",",,W","300.0",",,W","2.3","H,,S","7.8",",,W","-6.0",",,W","   50",",,W","   50",",,W","8.1",",,W","11.2",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-02-28","3.8",",,W",,,"2.0",",,W,2400","64.0",",,W","360.0",",,W","-5.6","H,,S","-3.8",",,W","-8.8",",,W","  340",",,W","  270",",,W","9.4",",,W","11.2",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-02-29","5.7",",,W",,,"0.5",",,W,2400","13.0",",,W","300.0",",,W","-13.2","H,,S","-7.7",",,W","-21.0",",,W","  330",",,W","  340",",,W","12.5",",,W","16.1",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-03-01","2.5",",,W",,,"0.0",",,W,2400","0.0",",,W","300.0",",,W","-18.0","H,,S","-7.7",",,W","-27.1",",,W","  270",",,W","  280",",,W","6.7",",,W","8.9",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-03-02","0.8",",,W",,,"0.0",",,W,2400","0.0",",,W","300.0",",,W","-16.0","H,,S","-5.5",",,W","-24.9",",,W","   60",",,W","   40",",,W","3.6",",,W","4.9",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-03-03","1.4",",,W",,,"0.0",",,W,2400","0.0",",,W","300.0",",,W","-11.9","H,,S","-3.2",",,W","-22.1",",,W","  310",",,W","  300",",,W","6.3",",,W","7.6",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-03-04","2.2",",,W",,,"2.5",",,W,2400","28.0",",,W","300.0",",,W","-13.1","H,,S","-3.8",",,W","-23.2",",,W","  100",",,W","  100",",,W","4.5",",,W","5.8",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-03-05","2.3",",,W",,,"0.0",",,W,2400","0.0",",,W","330.0",",,W","-6.4","H,,S","0.0",",,W","-17.1",",,W","  210",",,W","  160",",,W","5.8",",,W","8.5",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-03-06","2.8",",,W",,,"0.0",",,W,2400","0.0",",,W","300.0",",,W","2.1","H,,S","12.2",",,W","-3.2",",,W","  210",",,W","  200",",,W","7.2",",,W","9.8",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-03-07","4.2",",,W",,,"0.0","T,,W,2400","0.0",",,W","280.0",",,W","2.2","H,,S","9.4",",,W","-3.8",",,W","   90",",,W","   90",",,W","7.6",",,W","10.3",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-03-08","3.4",",,W",,,"2.5",",,W,2400","0.0","T,,W","230.0",",,W","3.3","H,,S","3.9",",,W","1.1",",,W","  350",",,W","  360",",,W","7.6",",,W","10.3",",,W","    1",",,W","    1",",,W","    1",",,W",,,"    1",",,W",,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-03-09","2.1",",,W",,,"0.0","T,,W,2400","0.0","T,,W","200.0",",,W","0.3","H,,S","1.1",",,W","-3.2",",,W","   10",",,W","  360",",,W","6.3",",,W","8.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-03-10","2.2",",,W",,,"0.0",",,W,2400","0.0",",,W","180.0",",,W","-0.6","H,,S","4.4",",,W","-3.8",",,W","  260",",,W","  280",",,W","4.5",",,W","6.3",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-03-11","3.6",",,W",,,"0.0",",,W,2400","0.0",",,W","180.0",",,W","4.3","H,,S","16.1",",,W","-3.2",",,W","  200",",,W","  190",",,W","8.9",",,W","13.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-03-12","2.1",",,W",,,"0.0",",,W,2400","0.0",",,W","130.0",",,W","8.1","H,,S","15.6",",,W","-3.2",",,W","   50",",,W","  100",",,W","5.4",",,W","6.3",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-03-13","4.2",",,W",,,"4.6",",,W,2400","0.0",",,W","50.0",",,W","7.4","H,,S","15.0",",,W","1.7",",,W","  200",",,W","  210",",,W","7.2",",,W","13.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-03-14","2.1",",,W",,,"0.0",",,W,2400","0.0",",,W","30.0",",,W","7.6","H,,S","15.6",",,W","-1.0",",,W","  110",",,W","  100",",,W","4.0",",,W","5.4",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-03-15","4.3",",,W",,,"22.9",",,W,2400","0.0",",,W","0.0","T,,W","4.8","H,,S","8.3",",,W","-1.0",",,W","  100",",,W","  110",",,W","9.4",",,W","11.2",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-03-16","3.2",",,W",,,"28.4",",,W,2400","173.0",",,W","0.0","T,,W","2.3","H,,S","3.9",",,W","-3.2",",,W","   20",",,W","   10",",,W","6.3",",,W","8.5",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-03-17","2.8",",,W",,,"1.3",",,W,2400","20.0",",,W","180.0",",,W","-3.3","H,,S","-1.6",",,W","-4.9",",,W","   70",",,W","   30",",,W","6.3",",,W","8.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-03-18","2.8",",,W",,,"0.0",",,W,2400","0.0",",,W","180.0",",,W","-5.1","H,,S","-2.1",",,W","-12.7",",,W","   80",",,W","   80",",,W","6.7",",,W","8.9",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-03-19","1.1",",,W",,,"0.0",",,W,2400","0.0",",,W","150.0",",,W","-7.7","H,,S","2.2",",,W","-16.6",",,W","  290",",,W","  290",",,W","3.6",",,W","4.5",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-03-20","3.6",",,W",,,"0.0",",,W,2400","0.0",",,W","150.0",",,W","-3.1","H,,S","2.8",",,W","-11.6",",,W","  310",",,W","  300",",,W","8.9",",,W","10.7",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-03-21","1.7",",,W",,,"0.0",",,W,2400","0.0",",,W","130.0",",,W","-2.3","H,,S","1.7",",,W","-3.8",",,W","   20",",,W","   10",",,W","4.5",",,W","5.8",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-03-22","3.2",",,W",,,"0.0",",,W,2400","0.0",",,W","100.0",",,W","-1.9","H,,S","1.1",",,W","-6.0",",,W","   10",",,W","   20",",,W","6.7",",,W","8.1",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-03-23","2.1",",,W",,,"0.0",",,W,2400","0.0",",,W","100.0",",,W","-4.2","H,,S","0.6",",,W","-9.9",",,W","   40",",,W","   20",",,W","5.8",",,W","8.9",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-03-24","1.6",",,W",,,"0.0",",,W,2400","0.0",",,W","100.0",",,W","-4.4","H,,S","5.0",",,W","-13.2",",,W","  100",",,W","   90",",,W","5.4",",,W","6.3",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-03-25","3.6",",,W",,,"3.0",",,W,2400","15.0",",,W","100.0",",,W","-0.2","H,,S","2.2",",,W","-3.2",",,W","   30",",,W","   20",",,W","6.7",",,W","8.9",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-03-26","2.8",",,W",,,"0.0",",,W,2400","0.0",",,W","130.0",",,W","-2.3","H,,S","2.8",",,W","-8.2",",,W","   20",",,W","   70",",,W","5.8",",,W","8.5",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-03-27","1.0",",,W",,,"0.0",",,W,2400","0.0",",,W","130.0",",,W","-2.0","H,,S","10.0",",,W","-11.0",",,W","  150",",,W","  130",",,W","4.5",",,W","5.8",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-03-28","1.6",",,W",,,"0.0",",,W,2400","0.0",",,W","100.0",",,W","3.1","H,,S","10.0",",,W","-4.3",",,W","  120",",,W","  100",",,W","4.0",",,W","4.9",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-03-29","1.7",",,W",,,"0.0",",,W,2400","0.0",",,W","80.0",",,W","3.7","H,,S","15.0",",,W","-3.8",",,W","   40",",,W","  210",",,W","4.0",",,W","5.8",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-03-30","1.0",",,W",,,"3.6",",,W,2400","0.0",",,W","0.0","T,,W","5.8","H,,S","10.6",",,W","0.6",",,W","  330",",,W","  330",",,W","5.4",",,W","6.3",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-03-31","3.8",",,W",,,"0.0","T,,W,2400","0.0","T,,W","0.0","T,,W","3.7","H,,S","8.3",",,W","-1.0",",,W","  330",",,W","  340",",,W","9.8",",,W","12.5",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-04-01","5.1",",,W",,,"1.3",",,W,2400","18.0",",,W","0.0","T,,W","-1.7","H,,S","0.0",",,W","-7.1",",,W","  300",",,W","  350",",,W","9.4",",,W","12.1",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-04-02","4.9",",,W",,,"0.3",",,W,2400","8.0",",,W","30.0",",,W","-6.5","H,,S","-4.3",",,W","-9.9",",,W","  340",",,W","  340",",,W","9.8",",,W","12.5",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-04-03","4.1",",,W",,,"0.3",",,W,2400","3.0",",,W","0.0","T,,W","-5.9","H,,S","-3.2",",,W","-10.5",",,W","   70",",,W","   70",",,W","8.1",",,W","10.7",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-04-04","1.9",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0","T,,W","-6.2","H,,S","0.6",",,W","-11.6",",,W","  350",",,W","   30",",,W","5.8",",,W","7.2",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-04-05","3.5",",,W",,,"6.6",",,W,2400","61.0",",,W","0.0","T,,W","-3.0","H,,S","5.6",",,W","-9.3",",,W","  150",",,W","  150",",,W","6.7",",,W","11.2",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-04-06","2.9",",,W",,,"1.8",",,W,2400","18.0",",,W","80.0",",,W","0.2","H,,S","3.3",",,W","-1.0",",,W","   30",",,W","   30",",,W","6.3",",,W","8.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-04-07","4.2",",,W",,,"1.5",",,W,2400","8.0",",,W","0.0","T,,W","0.4","H,,S","3.3",",,W","-3.8",",,W","  320",",,W","  330",",,W","11.2",",,W","13.9",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-04-08","5.1",",,W",,,"0.0",",,W,2400","0.0","T,,W","0.0","T,,W","-4.5","H,,S","-3.2",",,W","-12.1",",,W","  350",",,W","  330",",,W","10.3",",,W","12.5",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-04-09","4.3",",,W",,,"0.0","T,,W,2400","0.0","T,,W","0.0","T,,W","-7.4","H,,S","0.0",",,W","-14.3",",,W","  140",",,W","  150",",,W","10.7",",,W","14.3",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-04-10","5.7",",,W",,,"0.8",",,W,2400","10.0",",,W","0.0","T,,W","-0.6","H,,S","2.2",",,W","-3.2",",,W","  140",",,W","  150",",,W","9.8",",,W","12.5",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-04-11","5.8",",,W",,,"0.3",",,W,2400","0.0","T,,W","0.0","T,,W","-2.6","H,,S","1.7",",,W","-7.1",",,W","  320",",,W","  330",",,W","11.2",",,W","14.3",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-04-12","1.7",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0","T,,Z","-2.8","H,,S","8.3",",,W","-12.7",",,W","  160",",,W","  140",",,W","5.8",",,W","8.5",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-04-13","3.0",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0","T,,W","3.4","H,,S","14.4",",,W","-4.3",",,W","  110",",,W","  100",",,W","6.3",",,W","7.6",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-04-14","3.0",",,W",,,"0.3",",,W,2400","0.0",",,W","0.0","T,,W","8.2","H,,S","20.6",",,W","-0.5",",,W","  150",",,W","  150",",,W","6.7",",,W","9.8",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-04-15","3.7",",,W",,,"0.3",",,W,2400","0.0",",,W","0.0","T,,W","15.7","H,,S","22.8",",,W","10.0",",,W","  200",",,W","  190",",,W","8.9",",,W","13.9",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-04-16","3.1",",,W",,,"0.0","T,,W,2400","0.0",",,W","0.0","T,,W","18.0","H,,S","25.0",",,W","8.9",",,W","  220",",,W","  220",",,W","7.2",",,W","10.7",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-04-17","3.4",",,W",,,"9.1",",,W,2400","0.0",",,W","0.0",",,W","9.7","H,,S","12.2",",,W","2.8",",,W","   20",",,W","   30",",,W","6.7",",,W","8.5",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-04-18","3.5",",,W",,,"4.1",",,W,2400","0.0",",,W","0.0",",,W","4.2","H,,S","10.0",",,W","1.7",",,W","   60",",,W","   80",",,W","6.7",",,W","8.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2016-04-19","3.0",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W","7.6","H,,S","19.4",",,W","-1.6",",,W","  140",",,W","  140",",,W","8.9",",,W","11.6",",,W","    1",",,W",,,,,,,,,,,,,,
