LATITUDE,LONGITUDE,ELEVATION,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,Year,Month,Day,DayOfYear
48.55943,-93.39554,352.6,5.4,0.0,0.0,460.0,-22.3,-15.5,-31.0,2017,1,12,12
48.55943,-93.39554,352.6,2.0,0.0,0.0,430.0,-27.3,-14.9,-39.3,2017,1,13,13
48.55943,-93.39554,352.6,2.1,0.0,0.0,410.0,-16.4,-8.8,-23.8,2017,1,14,14
48.55943,-93.39554,352.6,3.2,0.0,0.0,430.0,-13.3,-0.5,-22.7,2017,1,15,15
48.55943,-93.39554,352.6,0.9,0.0,0.0,410.0,-8.9,-0.5,-18.8,2017,1,16,16
48.55943,-93.39554,352.6,1.4,0.0,0.0,410.0,-12.4,0.0,-21.6,2017,1,17,17
48.55943,-93.39554,352.6,2.3,0.0,0.0,410.0,-2.0,3.3,-6.6,2017,1,18,18
48.55943,-93.39554,352.6,2.4,0.0,0.0,410.0,-1.7,4.4,-6.6,2017,1,19,19
48.55943,-93.39554,352.6,2.6,5.8,5.0,410.0,1.7,3.9,-3.2,2017,1,20,20
48.55943,-93.39554,352.6,2.5,1.0,3.0,360.0,1.3,2.2,0.6,2017,1,21,21
48.55943,-93.39554,352.6,0.9,0.0,0.0,330.0,1.7,3.9,0.6,2017,1,22,22
48.55943,-93.39554,352.6,2.0,0.0,0.0,300.0,0.9,1.1,-1.6,2017,1,23,23
48.55943,-93.39554,352.6,1.9,0.0,0.0,280.0,-2.0,-1.6,-3.8,2017,1,24,24
48.55943,-93.39554,352.6,3.5,0.0,0.0,300.0,-3.1,-1.0,-3.8,2017,1,25,25
48.55943,-93.39554,352.6,4.6,0.0,0.0,280.0,-5.0,-3.2,-8.8,2017,1,26,26
48.55943,-93.39554,352.6,3.8,0.0,0.0,280.0,-8.6,-4.3,-11.6,2017,1,27,27
48.55943,-93.39554,352.6,4.7,0.0,0.0,280.0,-5.6,-3.8,-12.7,2017,1,28,28
48.55943,-93.39554,352.6,3.0,0.0,3.0,280.0,-11.4,-9.3,-15.5,2017,1,29,29
48.55943,-93.39554,352.6,2.1,2.8,51.0,280.0,-10.0,-4.3,-13.2,2017,1,30,30
48.55943,-93.39554,352.6,4.9,0.0,0.0,300.0,-4.6,-2.7,-12.1,2017,1,31,31
48.55943,-93.39554,352.6,4.3,0.0,0.0,330.0,-14.6,-12.1,-22.7,2017,2,1,32
48.55943,-93.39554,352.6,4.6,0.0,0.0,300.0,-18.9,-15.5,-22.7,2017,2,2,33
48.55943,-93.39554,352.6,3.3,0.0,0.0,300.0,-18.0,-8.8,-24.9,2017,2,3,34
48.55943,-93.39554,352.6,2.4,3.3,64.0,300.0,-14.2,-7.1,-22.1,2017,2,4,35
48.55943,-93.39554,352.6,3.0,1.0,20.0,360.0,-14.8,-12.7,-21.0,2017,2,5,36
48.55943,-93.39554,352.6,3.0,4.3,69.0,410.0,-15.1,-11.6,-16.0,2017,2,6,37
48.55943,-93.39554,352.6,4.5,5.3,99.0,460.0,-12.7,-11.6,-17.1,2017,2,7,38
48.55943,-93.39554,352.6,4.2,0.0,0.0,510.0,-19.2,-15.5,-28.8,2017,2,8,39
48.55943,-93.39554,352.6,2.9,0.5,0.0,480.0,-20.1,-9.9,-28.8,2017,2,9,40
48.55943,-93.39554,352.6,4.0,5.1,38.0,530.0,-7.6,1.1,-11.6,2017,2,10,41
48.55943,-93.39554,352.6,2.9,0.0,0.0,480.0,-6.1,-1.6,-9.9,2017,2,11,42
48.55943,-93.39554,352.6,5.7,0.0,0.0,460.0,-3.9,1.7,-8.8,2017,2,12,43
48.55943,-93.39554,352.6,4.3,0.0,0.0,460.0,-3.2,5.6,-10.5,2017,2,13,44
48.55943,-93.39554,352.6,6.1,0.0,0.0,430.0,-0.8,1.1,-11.6,2017,2,14,45
48.55943,-93.39554,352.6,1.9,0.0,0.0,430.0,-11.8,-6.6,-21.0,2017,2,15,46
48.55943,-93.39554,352.6,3.4,0.0,0.0,430.0,-4.8,5.0,-9.9,2017,2,16,47
48.55943,-93.39554,352.6,2.8,0.0,0.0,410.0,3.2,14.4,-1.6,2017,2,17,48
48.55943,-93.39554,352.6,3.8,0.0,0.0,410.0,5.2,10.6,-2.7,2017,2,18,49
48.55943,-93.39554,352.6,3.4,0.0,0.0,360.0,1.8,7.2,-3.8,2017,2,19,50
48.55943,-93.39554,352.6,4.2,15.7,0.0,330.0,5.8,7.8,1.7,2017,2,20,51
48.55943,-93.39554,352.6,2.3,0.0,0.0,280.0,2.8,7.2,-0.5,2017,2,21,52
48.55943,-93.39554,352.6,3.0,1.3,8.0,250.0,0.9,1.1,-3.8,2017,2,22,53
48.55943,-93.39554,352.6,4.6,0.0,0.0,250.0,-3.7,-2.7,-11.0,2017,2,23,54
48.55943,-93.39554,352.6,3.7,0.0,0.0,250.0,-9.8,-6.6,-14.9,2017,2,24,55
48.55943,-93.39554,352.6,2.7,0.0,8.0,250.0,-11.9,-5.5,-17.1,2017,2,25,56
48.55943,-93.39554,352.6,3.4,0.5,5.0,250.0,-9.7,-7.1,-13.8,2017,2,26,57
48.55943,-93.39554,352.6,1.5,0.3,0.0,250.0,-10.8,-1.0,-18.2,2017,2,27,58
48.55943,-93.39554,352.6,3.5,0.3,8.0,250.0,-5.0,-1.6,-9.3,2017,2,28,59
48.55943,-93.39554,352.6,2.7,0.0,0.0,250.0,-8.6,-4.3,-14.9,2017,3,1,60
48.55943,-93.39554,352.6,4.2,0.0,0.0,250.0,-13.3,-11.0,-18.8,2017,3,2,61
48.55943,-93.39554,352.6,1.9,0.0,0.0,250.0,-16.8,-5.5,-26.0,2017,3,3,62
48.55943,-93.39554,352.6,5.2,0.0,0.0,250.0,-7.2,5.6,-13.8,2017,3,4,63
48.55943,-93.39554,352.6,4.1,0.0,0.0,250.0,2.4,7.8,-0.5,2017,3,5,64
48.55943,-93.39554,352.6,5.3,0.0,0.0,200.0,3.9,7.8,2.2,2017,3,6,65
48.55943,-93.39554,352.6,8.5,1.5,8.0,180.0,-2.8,2.8,-11.6,2017,3,7,66
48.55943,-93.39554,352.6,8.6,0.3,0.0,180.0,-11.8,-8.8,-14.9,2017,3,8,67
48.55943,-93.39554,352.6,5.5,0.0,0.0,180.0,-13.9,-11.6,-21.0,2017,3,9,68
48.55943,-93.39554,352.6,4.5,0.0,0.0,180.0,-19.3,-14.3,-24.9,2017,3,10,69
48.55943,-93.39554,352.6,3.0,0.0,0.0,180.0,-17.6,-9.9,-23.2,2017,3,11,70
48.55943,-93.39554,352.6,2.3,0.0,0.0,180.0,-13.1,-7.7,-16.6,2017,3,12,71
48.55943,-93.39554,352.6,1.1,0.0,0.0,180.0,-11.9,-6.0,-19.9,2017,3,13,72
48.55943,-93.39554,352.6,0.8,0.0,0.0,180.0,-11.8,-2.1,-21.0,2017,3,14,73
48.55943,-93.39554,352.6,1.2,0.0,0.0,180.0,-8.3,1.7,-17.7,2017,3,15,74
48.55943,-93.39554,352.6,3.5,2.3,25.0,150.0,-2.8,6.1,-9.9,2017,3,16,75
48.55943,-93.39554,352.6,4.7,7.1,71.0,250.0,1.4,1.1,-3.2,2017,3,17,76
48.55943,-93.39554,352.6,4.2,0.0,0.0,200.0,-4.5,-1.0,-8.8,2017,3,18,77
48.55943,-93.39554,352.6,4.5,0.0,0.0,200.0,0.4,8.3,-2.7,2017,3,19,78
48.55943,-93.39554,352.6,5.2,0.0,0.0,180.0,4.6,8.9,-6.6,2017,3,20,79
48.55943,-93.39554,352.6,4.9,0.0,0.0,150.0,-5.3,-3.8,-11.6,2017,3,21,80
48.55943,-93.39554,352.6,3.2,0.3,3.0,150.0,-7.5,1.7,-14.9,2017,3,22,81
48.55943,-93.39554,352.6,2.9,5.8,8.0,130.0,0.9,4.4,-2.1,2017,3,23,82
48.55943,-93.39554,352.6,2.3,0.0,0.0,130.0,1.6,3.9,-0.5,2017,3,24,83
48.55943,-93.39554,352.6,3.8,0.0,0.0,100.0,2.1,5.0,-0.5,2017,3,25,84
48.55943,-93.39554,352.6,1.3,0.0,0.0,100.0,2.2,8.9,-1.6,2017,3,26,85
48.55943,-93.39554,352.6,1.0,0.0,0.0,50.0,3.4,12.2,-3.8,2017,3,27,86
48.55943,-93.39554,352.6,2.4,0.0,0.0,30.0,6.3,12.2,1.1,2017,3,28,87
48.55943,-93.39554,352.6,3.8,0.0,0.0,30.0,4.7,12.2,-0.5,2017,3,29,88
48.55943,-93.39554,352.6,1.9,0.0,0.0,0.0,4.4,12.8,-3.2,2017,3,30,89
48.55943,-93.39554,352.6,2.1,0.0,0.0,0.0,4.6,14.4,-4.3,2017,3,31,90
48.55943,-93.39554,352.6,1.3,0.0,0.0,0.0,5.9,9.4,-0.5,2017,4,1,91
48.55943,-93.39554,352.6,3.9,0.0,0.0,0.0,6.2,16.1,0.0,2017,4,2,92
48.55943,-93.39554,352.6,2.6,0.0,0.0,0.0,8.7,15.0,-0.5,2017,4,3,93
48.55943,-93.39554,352.6,3.8,0.0,0.0,0.0,6.3,13.9,-2.1,2017,4,4,94
48.55943,-93.39554,352.6,2.7,0.0,0.0,0.0,2.4,8.3,-5.5,2017,4,5,95
48.55943,-93.39554,352.6,2.1,0.0,0.0,0.0,3.2,9.4,-4.3,2017,4,6,96
48.55943,-93.39554,352.6,2.6,0.0,0.0,0.0,3.2,15.0,-6.0,2017,4,7,97
48.55943,-93.39554,352.6,3.4,0.0,0.0,0.0,11.9,20.0,3.9,2017,4,8,98
48.55943,-93.39554,352.6,4.0,0.0,0.0,0.0,9.8,15.6,0.0,2017,4,9,99
48.55943,-93.39554,352.6,4.8,0.0,0.0,0.0,1.6,7.2,-3.2,2017,4,10,100
48.55943,-93.39554,352.6,1.6,0.0,0.0,0.0,2.1,10.0,-7.7,2017,4,11,101
48.55943,-93.39554,352.6,1.2,0.0,0.0,0.0,3.9,16.7,-5.5,2017,4,12,102
48.55943,-93.39554,352.6,2.0,0.0,0.0,0.0,6.6,17.8,-4.3,2017,4,13,103
48.55943,-93.39554,352.6,4.7,0.0,0.0,0.0,10.5,19.4,1.1,2017,4,14,104
48.55943,-93.39554,352.6,3.3,7.1,0.0,0.0,13.7,17.8,1.7,2017,4,15,105
48.55943,-93.39554,352.6,3.0,4.1,0.0,0.0,6.4,8.3,1.1,2017,4,16,106
48.55943,-93.39554,352.6,3.5,0.0,0.0,0.0,2.9,7.8,-0.5,2017,4,17,107
48.55943,-93.39554,352.6,3.2,1.8,0.0,0.0,2.7,5.0,-2.1,2017,4,18,108
48.55943,-93.39554,352.6,2.3,0.0,0.0,0.0,3.4,11.1,-4.3,2017,4,19,109
48.55943,-93.39554,352.6,3.0,0.0,0.0,0.0,7.0,13.3,2.8,2017,4,20,110
48.55943,-93.39554,352.6,1.5,0.0,0.0,0.0,7.6,17.2,-3.2,2017,4,21,111
48.55943,-93.39554,352.6,4.0,2.8,0.0,0.0,6.6,17.8,-2.1,2017,4,22,112
48.55943,-93.39554,352.6,3.4,0.0,0.0,0.0,1.1,3.3,-2.1,2017,4,23,113
48.55943,-93.39554,352.6,5.6,17.0,23.0,30.0,1.2,4.4,-0.5,2017,4,24,114
48.55943,-93.39554,352.6,5.7,0.8,0.0,0.0,1.2,2.2,-3.2,2017,4,25,115
48.55943,-93.39554,352.6,6.5,5.8,36.0,0.0,-3.3,-2.1,-4.9,2017,4,26,116
48.55943,-93.39554,352.6,4.7,0.0,0.0,50.0,-4.3,-1.6,-6.0,2017,4,27,117
48.55943,-93.39554,352.6,4.3,0.8,8.0,50.0,-0.1,7.2,-4.3,2017,4,28,118
48.55943,-93.39554,352.6,1.6,0.0,0.0,0.0,2.9,12.8,-6.6,2017,4,29,119
48.55943,-93.39554,352.6,3.2,0.0,0.0,0.0,6.0,13.9,-2.7,2017,4,30,120
48.55943,-93.39554,352.6,3.8,0.0,0.0,0.0,6.7,8.3,3.9,2017,5,1,121
48.55943,-93.39554,352.6,2.3,0.0,0.0,0.0,9.2,15.6,0.6,2017,5,2,122
48.55943,-93.39554,352.6,2.2,4.3,0.0,0.0,7.7,19.4,-1.6,2017,5,3,123
48.55943,-93.39554,352.6,1.7,0.5,0.0,0.0,7.3,16.7,-0.5,2017,5,4,124
48.55943,-93.39554,352.6,3.4,0.0,0.0,0.0,11.3,21.1,2.8,2017,5,5,125
48.55943,-93.39554,352.6,2.9,0.0,0.0,0.0,9.0,13.9,0.0,2017,5,6,126
48.55943,-93.39554,352.6,3.5,0.0,0.0,0.0,7.4,13.9,-2.1,2017,5,7,127
48.55943,-93.39554,352.6,4.1,0.0,0.0,0.0,9.8,16.7,1.1,2017,5,8,128
48.55943,-93.39554,352.6,3.6,0.0,0.0,0.0,12.1,17.8,3.3,2017,5,9,129
48.55943,-93.39554,352.6,3.2,0.0,0.0,0.0,7.7,12.2,-1.6,2017,5,10,130
48.55943,-93.39554,352.6,2.9,0.0,0.0,0.0,6.1,15.6,-3.8,2017,5,11,131
48.55943,-93.39554,352.6,2.2,0.0,0.0,0.0,8.3,17.2,-2.1,2017,5,12,132
48.55943,-93.39554,352.6,2.5,0.0,0.0,0.0,9.7,16.1,4.4,2017,5,13,133
48.55943,-93.39554,352.6,4.7,0.0,0.0,0.0,12.2,18.9,7.2,2017,5,14,134
48.55943,-93.39554,352.6,1.8,0.0,0.0,0.0,14.7,23.3,5.6,2017,5,15,135
48.55943,-93.39554,352.6,2.4,4.6,0.0,0.0,13.1,16.1,6.7,2017,5,16,136
48.55943,-93.39554,352.6,5.1,0.0,0.0,0.0,12.3,13.3,8.9,2017,5,17,137
48.55943,-93.39554,352.6,5.3,0.0,0.0,0.0,9.2,15.6,-0.5,2017,5,18,138
48.55943,-93.39554,352.6,1.6,0.0,0.0,0.0,8.4,16.7,-3.8,2017,5,19,139
48.55943,-93.39554,352.6,4.5,4.6,0.0,0.0,7.7,11.7,-1.0,2017,5,20,140
48.55943,-93.39554,352.6,2.7,1.0,0.0,0.0,7.2,9.4,4.4,2017,5,21,141
48.55943,-93.39554,352.6,3.3,2.8,0.0,0.0,8.2,10.0,6.7,2017,5,22,142
48.55943,-93.39554,352.6,3.3,2.0,0.0,0.0,9.4,14.4,1.1,2017,5,23,143
48.55943,-93.39554,352.6,2.3,0.0,0.0,0.0,9.9,20.0,-1.0,2017,5,24,144
48.55943,-93.39554,352.6,3.9,0.0,0.0,0.0,12.7,21.1,3.9,2017,5,25,145
48.55943,-93.39554,352.6,3.4,0.8,0.0,0.0,16.9,24.4,7.8,2017,5,26,146
48.55943,-93.39554,352.6,3.4,0.0,0.0,0.0,16.2,24.4,6.1,2017,5,27,147
48.55943,-93.39554,352.6,2.3,11.7,0.0,0.0,13.4,19.4,9.4,2017,5,28,148
48.55943,-93.39554,352.6,5.0,6.9,0.0,0.0,11.3,13.3,7.8,2017,5,29,149
48.55943,-93.39554,352.6,4.7,1.8,0.0,0.0,8.4,10.0,6.7,2017,5,30,150
48.55943,-93.39554,352.6,4.0,0.0,0.0,0.0,11.4,20.0,2.8,2017,5,31,151
48.55943,-93.39554,352.6,1.9,0.0,0.0,0.0,14.0,27.2,1.1,2017,6,1,152
48.55943,-93.39554,352.6,2.2,0.0,0.0,0.0,17.7,29.4,4.4,2017,6,2,153
48.55943,-93.39554,352.6,3.3,1.0,0.0,0.0,21.3,29.4,11.7,2017,6,3,154
48.55943,-93.39554,352.6,3.8,1.0,0.0,0.0,17.8,23.3,10.6,2017,6,4,155
48.55943,-93.39554,352.6,2.4,0.0,0.0,0.0,19.2,26.7,10.6,2017,6,5,156
48.55943,-93.39554,352.6,2.5,0.0,0.0,0.0,18.7,26.7,7.8,2017,6,6,157
48.55943,-93.39554,352.6,1.5,7.9,0.0,0.0,19.0,23.9,13.3,2017,6,7,158
48.55943,-93.39554,352.6,2.5,0.0,0.0,0.0,19.3,26.1,8.9,2017,6,8,159
48.55943,-93.39554,352.6,2.1,10.9,0.0,0.0,17.4,27.2,6.1,2017,6,9,160
48.55943,-93.39554,352.6,5.1,6.9,0.0,0.0,19.7,27.2,12.2,2017,6,10,161
48.55943,-93.39554,352.6,2.2,0.3,0.0,0.0,17.6,25.0,8.3,2017,6,11,162
48.55943,-93.39554,352.6,2.8,0.0,0.0,0.0,18.0,24.4,10.0,2017,6,12,163
48.55943,-93.39554,352.6,6.0,32.0,0.0,0.0,16.4,18.9,12.2,2017,6,13,164
48.55943,-93.39554,352.6,4.1,5.8,0.0,0.0,17.4,26.7,12.8,2017,6,14,165
48.55943,-93.39554,352.6,3.2,0.0,0.0,0.0,17.9,21.1,11.1,2017,6,15,166
48.55943,-93.39554,352.6,3.1,0.0,0.0,0.0,16.8,22.8,12.2,2017,6,16,167
48.55943,-93.39554,352.6,2.0,0.5,0.0,0.0,15.5,19.4,11.1,2017,6,17,168
48.55943,-93.39554,352.6,3.8,1.0,0.0,0.0,14.9,19.4,11.1,2017,6,18,169
48.55943,-93.39554,352.6,3.0,0.0,0.0,0.0,13.3,17.2,7.8,2017,6,19,170
48.55943,-93.39554,352.6,2.2,0.0,0.0,0.0,13.8,20.6,6.1,2017,6,20,171
48.55943,-93.39554,352.6,2.4,0.5,0.0,0.0,13.4,22.2,3.3,2017,6,21,172
48.55943,-93.39554,352.6,3.8,0.0,0.0,0.0,17.7,25.0,11.1,2017,6,22,173
48.55943,-93.39554,352.6,5.1,0.5,0.0,0.0,15.6,20.6,11.1,2017,6,23,174
48.55943,-93.39554,352.6,3.8,7.4,0.0,0.0,13.5,18.3,11.1,2017,6,24,175
48.55943,-93.39554,352.6,3.3,9.1,0.0,0.0,12.4,16.7,6.1,2017,6,25,176
48.55943,-93.39554,352.6,3.2,0.3,0.0,0.0,12.5,21.7,5.0,2017,6,26,177
48.55943,-93.39554,352.6,2.3,0.0,0.0,0.0,14.6,23.9,4.4,2017,6,27,178
48.55943,-93.39554,352.6,3.3,7.1,0.0,0.0,15.2,17.2,10.6,2017,6,28,179
48.55943,-93.39554,352.6,2.3,2.5,0.0,0.0,16.6,20.0,13.3,2017,6,29,180
48.55943,-93.39554,352.6,1.1,1.5,0.0,0.0,16.2,22.8,8.9,2017,6,30,181
48.55943,-93.39554,352.6,1.7,6.6,0.0,0.0,15.0,18.3,7.8,2017,7,1,182
48.55943,-93.39554,352.6,2.0,0.0,0.0,0.0,14.2,22.8,7.2,2017,7,2,183
48.55943,-93.39554,352.6,1.2,0.0,0.0,0.0,15.8,25.0,5.6,2017,7,3,184
48.55943,-93.39554,352.6,2.6,26.7,0.0,0.0,20.7,28.9,12.2,2017,7,4,185
48.55943,-93.39554,352.6,1.6,0.0,0.0,0.0,23.4,29.4,13.3,2017,7,5,186
48.55943,-93.39554,352.6,3.9,0.0,0.0,0.0,21.4,28.3,12.8,2017,7,6,187
48.55943,-93.39554,352.6,1.8,6.1,0.0,0.0,18.0,23.3,10.0,2017,7,7,188
48.55943,-93.39554,352.6,2.5,0.0,0.0,0.0,17.3,26.7,7.8,2017,7,8,189
48.55943,-93.39554,352.6,0.9,0.0,0.0,0.0,17.9,27.2,10.0,2017,7,9,190
48.55943,-93.39554,352.6,2.5,0.0,0.0,0.0,19.3,25.6,10.6,2017,7,10,191
48.55943,-93.39554,352.6,3.9,3.8,0.0,0.0,15.2,19.4,8.9,2017,7,11,192
48.55943,-93.39554,352.6,4.7,7.1,0.0,0.0,15.3,16.1,10.0,2017,7,12,193
48.55943,-93.39554,352.6,2.9,2.8,0.0,0.0,14.3,21.1,6.1,2017,7,13,194
48.55943,-93.39554,352.6,2.2,0.0,0.0,0.0,15.2,25.6,3.9,2017,7,14,195
48.55943,-93.39554,352.6,3.2,0.0,0.0,0.0,20.3,25.6,13.9,2017,7,15,196
48.55943,-93.39554,352.6,2.2,0.0,0.0,0.0,17.8,23.9,6.7,2017,7,16,197
48.55943,-93.39554,352.6,2.3,0.3,0.0,0.0,19.2,28.3,12.2,2017,7,17,198
48.55943,-93.39554,352.6,2.2,0.0,0.0,0.0,21.6,25.6,11.7,2017,7,18,199
48.55943,-93.39554,352.6,1.2,0.0,0.0,0.0,16.8,23.9,6.7,2017,7,19,200
48.55943,-93.39554,352.6,1.9,0.0,0.0,0.0,20.0,26.1,11.1,2017,7,20,201
48.55943,-93.39554,352.6,1.9,2.3,0.0,0.0,18.1,26.1,10.6,2017,7,21,202
48.55943,-93.39554,352.6,2.1,0.5,0.0,0.0,18.8,27.8,11.1,2017,7,22,203
48.55943,-93.39554,352.6,2.1,0.0,0.0,0.0,19.6,25.6,10.0,2017,7,23,204
48.55943,-93.39554,352.6,2.3,0.0,0.0,0.0,18.4,26.1,9.4,2017,7,24,205
48.55943,-93.39554,352.6,3.2,1.0,0.0,0.0,19.8,25.0,13.9,2017,7,25,206
48.55943,-93.39554,352.6,2.9,0.0,0.0,0.0,20.5,27.2,12.2,2017,7,26,207
48.55943,-93.39554,352.6,0.6,0.0,0.0,0.0,19.5,28.9,8.9,2017,7,27,208
48.55943,-93.39554,352.6,0.9,0.0,0.0,0.0,19.9,29.4,10.0,2017,7,28,209
48.55943,-93.39554,352.6,1.9,0.0,0.0,0.0,21.5,30.0,11.7,2017,7,29,210
48.55943,-93.39554,352.6,1.9,0.0,0.0,0.0,22.4,31.1,13.9,2017,7,30,211
48.55943,-93.39554,352.6,2.1,0.0,0.0,0.0,22.2,30.0,13.3,2017,7,31,212
48.55943,-93.39554,352.6,3.2,2.5,0.0,0.0,22.3,27.2,16.7,2017,8,1,213
48.55943,-93.39554,352.6,1.6,0.0,0.0,0.0,18.1,22.2,8.9,2017,8,2,214
48.55943,-93.39554,352.6,1.0,1.5,0.0,0.0,15.4,20.0,10.0,2017,8,3,215
48.55943,-93.39554,352.6,1.8,14.7,0.0,0.0,15.3,23.9,6.7,2017,8,4,216
48.55943,-93.39554,352.6,1.3,0.0,0.0,0.0,14.4,24.4,5.0,2017,8,5,217
48.55943,-93.39554,352.6,0.9,0.0,0.0,0.0,15.4,23.9,5.0,2017,8,6,218
48.55943,-93.39554,352.6,2.3,0.0,0.0,0.0,16.2,26.1,6.1,2017,8,7,219
48.55943,-93.39554,352.6,1.6,2.0,0.0,0.0,18.7,25.0,12.8,2017,8,8,220
48.55943,-93.39554,352.6,2.4,19.6,0.0,0.0,17.3,23.9,13.9,2017,8,9,221
48.55943,-93.39554,352.6,2.2,1.3,0.0,0.0,18.4,24.4,8.3,2017,8,10,222
48.55943,-93.39554,352.6,0.5,0.0,0.0,0.0,16.0,25.0,5.0,2017,8,11,223
48.55943,-93.39554,352.6,0.9,0.0,0.0,0.0,16.4,27.2,5.6,2017,8,12,224
48.55943,-93.39554,352.6,1.1,0.0,0.0,0.0,16.7,24.4,7.8,2017,8,13,225
48.55943,-93.39554,352.6,0.6,0.0,0.0,0.0,18.1,25.6,11.1,2017,8,14,226
48.55943,-93.39554,352.6,1.3,0.0,0.0,0.0,17.7,26.7,7.8,2017,8,15,227
48.55943,-93.39554,352.6,2.7,26.9,0.0,0.0,18.6,22.8,15.0,2017,8,16,228
48.55943,-93.39554,352.6,2.4,16.0,0.0,0.0,16.4,20.6,9.4,2017,8,17,229
48.55943,-93.39554,352.6,1.6,0.0,0.0,0.0,16.4,26.7,8.3,2017,8,18,230
48.55943,-93.39554,352.6,1.9,0.0,0.0,0.0,18.8,27.2,10.0,2017,8,19,231
48.55943,-93.39554,352.6,2.9,0.0,0.0,0.0,20.0,24.4,8.3,2017,8,20,232
48.55943,-93.39554,352.6,1.0,2.3,0.0,0.0,13.0,21.1,6.1,2017,8,21,233
48.55943,-93.39554,352.6,3.6,0.0,0.0,0.0,13.8,19.4,8.3,2017,8,22,234
48.55943,-93.39554,352.6,1.2,0.0,0.0,0.0,13.5,18.3,3.9,2017,8,23,235
48.55943,-93.39554,352.6,1.3,0.0,0.0,0.0,10.7,19.4,0.6,2017,8,24,236
48.55943,-93.39554,352.6,3.2,0.0,0.0,0.0,12.3,22.2,3.3,2017,8,25,237
48.55943,-93.39554,352.6,4.1,11.2,0.0,0.0,15.1,17.2,12.2,2017,8,26,238
48.55943,-93.39554,352.6,2.2,4.6,0.0,0.0,15.2,18.3,7.8,2017,8,27,239
48.55943,-93.39554,352.6,0.8,0.0,0.0,0.0,14.4,25.6,6.7,2017,8,28,240
48.55943,-93.39554,352.6,1.8,1.0,0.0,0.0,19.3,28.9,10.0,2017,8,29,241
48.55943,-93.39554,352.6,2.9,0.0,0.0,0.0,19.3,22.8,8.9,2017,8,30,242
48.55943,-93.39554,352.6,3.1,0.0,0.0,0.0,14.9,21.7,8.3,2017,8,31,243
48.55943,-93.39554,352.6,3.0,9.7,0.0,0.0,13.6,21.1,6.7,2017,9,1,244
48.55943,-93.39554,352.6,2.9,0.0,0.0,0.0,18.7,24.4,7.8,2017,9,2,245
48.55943,-93.39554,352.6,1.7,2.3,0.0,0.0,14.2,26.7,6.7,2017,9,3,246
48.55943,-93.39554,352.6,5.6,0.5,0.0,0.0,14.1,19.4,9.4,2017,9,4,247
48.55943,-93.39554,352.6,3.8,0.5,0.0,0.0,10.9,13.9,8.9,2017,9,5,248
48.55943,-93.39554,352.6,1.7,0.0,0.0,0.0,11.1,17.8,3.9,2017,9,6,249
48.55943,-93.39554,352.6,2.1,0.8,0.0,0.0,10.6,16.7,2.8,2017,9,7,250
48.55943,-93.39554,352.6,1.5,0.0,0.0,0.0,9.9,18.9,0.6,2017,9,8,251
48.55943,-93.39554,352.6,3.4,0.0,0.0,0.0,11.6,20.6,2.8,2017,9,9,252
48.55943,-93.39554,352.6,3.4,0.0,0.0,0.0,16.6,26.1,11.1,2017,9,10,253
48.55943,-93.39554,352.6,3.0,0.0,0.0,0.0,20.9,23.9,6.7,2017,9,11,254
48.55943,-93.39554,352.6,1.7,0.0,0.0,0.0,15.7,28.9,5.0,2017,9,12,255
48.55943,-93.39554,352.6,1.6,0.0,0.0,0.0,20.6,26.1,13.3,2017,9,13,256
48.55943,-93.39554,352.6,3.4,3.3,0.0,0.0,18.0,18.9,13.3,2017,9,14,257
48.55943,-93.39554,352.6,4.5,9.4,0.0,0.0,12.6,13.3,10.0,2017,9,15,258
48.55943,-93.39554,352.6,2.9,7.4,0.0,0.0,11.5,13.3,10.6,2017,9,16,259
48.55943,-93.39554,352.6,3.4,0.5,0.0,0.0,10.4,12.8,2.8,2017,9,17,260
48.55943,-93.39554,352.6,2.0,0.0,0.0,0.0,8.9,18.9,0.6,2017,9,18,261
48.55943,-93.39554,352.6,4.5,0.0,0.0,0.0,14.8,22.2,11.7,2017,9,19,262
48.55943,-93.39554,352.6,3.5,24.1,0.0,0.0,17.3,19.4,6.1,2017,9,20,263
48.55943,-93.39554,352.6,3.6,0.0,0.0,0.0,12.5,22.2,4.4,2017,9,21,264
48.55943,-93.39554,352.6,2.5,0.5,0.0,0.0,18.8,24.4,15.0,2017,9,22,265
48.55943,-93.39554,352.6,2.5,1.8,0.0,0.0,17.9,21.1,13.3,2017,9,23,266
48.55943,-93.39554,352.6,2.9,9.4,0.0,0.0,16.6,23.3,12.2,2017,9,24,267
48.55943,-93.39554,352.6,3.3,0.0,0.0,0.0,12.7,13.9,9.4,2017,9,25,268
48.55943,-93.39554,352.6,3.0,7.6,0.0,0.0,10.7,11.1,7.8,2017,9,26,269
48.55943,-93.39554,352.6,2.4,0.0,0.0,0.0,9.6,16.7,6.7,2017,9,27,270
48.55943,-93.39554,352.6,2.4,0.3,0.0,0.0,10.2,18.3,3.3,2017,9,28,271
48.55943,-93.39554,352.6,1.7,0.0,0.0,0.0,10.3,15.0,0.0,2017,9,29,272
48.55943,-93.39554,352.6,2.9,0.0,0.0,0.0,7.7,18.9,-0.5,2017,9,30,273
48.55943,-93.39554,352.6,4.7,7.1,0.0,0.0,13.4,15.6,11.7,2017,10,1,274
